Jogador;Clube;Clube.1;Quantia paga;Unnamed: 4;CONTEXTO_ORIGEM
Fabiano;;São Paulo U20;-;;Entradas 06/07
Sérgio Mota;;São Paulo U17;-;;Entradas 06/07
Jackson;;São Paulo U20;-;;Entradas 06/07
Jean;;Marília;Fim do empréstimo;;Entradas 06/07
David;;Mogi Mirim;Fim do empréstimo;;Entradas 06/07
Thiago;;São Paulo U20;-;;Entradas 06/07
Alex Cazumba;;São Paulo U20;-;;Entradas 06/07
Serginho;;São Paulo U20;-;;Entradas 06/07
Jorge Miguel;;São Paulo U20;-;;Entradas 06/07
€ 4.40 mi.;€ 4.40 mi.;€ 4.40 mi.;€ 4.40 mi.;€ 4.40 mi.;Entradas 06/07
Diego Lugano;;Fenerbahce;€ 7.50 mi.;;Saídas 06/07
Denílson;;Arsenal;€ 5.00 mi.;;Saídas 06/07
Rincón;;Inter;€ 1.80 mi.;;Saídas 06/07
Thiago Ribeiro;;Al-Rayyan;€ 650 mil;;Saídas 06/07
Roger Silva;;Ponte Preta;Valor de empréstimo: € 25 mil;;Saídas 06/07
Danilo;;Kashima Antlers;custo zero;;Saídas 06/07
Andrezinho;;Ponte Preta;Empréstimo;;Saídas 06/07
Rodrigo Fabri;;Paulista;custo zero;;Saídas 06/07
Mineiro;;Hertha Berlim;custo zero;;Saídas 06/07
Alex Cazumba;;Rio Claro;Empréstimo;;Saídas 06/07
Arthur;;Iraty;custo zero;;Saídas 06/07
Rafinha;;Grêmio;Empréstimo;;Saídas 06/07
Daniel Rossi;;Rio Clares FC;custo zero;;Saídas 06/07
Marco Aurélio;;Paulista;custo zero;;Saídas 06/07
Tadeu;;Juventude;custo zero;;Saídas 06/07
Alex Dias;;Fluminense;custo zero;;Saídas 06/07
Fabão;;Kashima Antlers;custo zero;;Saídas 06/07
Alê;;Cerezo Osaka;Empréstimo;;Saídas 06/07
Diego Tardelli;;São Caetano;Empréstimo;;Saídas 06/07
Davi;;Bragantino;Empréstimo;;Saídas 06/07
Alê;;Botafogo;Empréstimo;;Saídas 06/07
Diego Tardelli;;PSV;Empréstimo;;Saídas 06/07
Fábio Santos;;Kashima Antlers;Empréstimo;;Saídas 06/07
David;;Paulista;Empréstimo;;Saídas 06/07
Flávio Donizete;;Desconhecido;?;;Saídas 06/07
David;;Mogi Mirim;Empréstimo;;Saídas 06/07
Davi;;São Bento;?;;Saídas 06/07
Jean;;Marília;Empréstimo;;Saídas 06/07
Renan Teixeira;;Cruzeiro;Empréstimo;;Saídas 06/07
Fábio Santos;;Cruzeiro;Empréstimo;;Saídas 06/07
Alex Bruno;;Botafogo;Empréstimo;;Saídas 06/07
Miranda;;FC Sochaux;Fim do empréstimo;;Saídas 06/07
Lima;;Al-Nassr;Fim do empréstimo;;Saídas 06/07
Lúcio;;Palmeiras;Fim do empréstimo;;Saídas 06/07
Edgar Bruno;;Joinville;Fim do empréstimo;;Saídas 06/07
Ramalho;;Santo André;Fim do empréstimo;;Saídas 06/07
€ 14.98 mi.;€ 14.98 mi.;€ 14.98 mi.;€ 14.98 mi.;€ 14.98 mi.;Saídas 06/07
Thiago Ribeiro;;Rio Branco-SP;€ 1.20 mi.;;Entradas 05/06
Rodrigo Fabri;;Atlético-MG;€ 600 mil;;Entradas 05/06
Lima;;Al-Nassr;Empréstimo;;Entradas 05/06
Aloísio Chulapa;;Rubin Kazan;custo zero;;Entradas 05/06
Bosco;;Fortaleza;custo zero;;Entradas 05/06
Christian;;Omiya Ardija;Empréstimo;;Entradas 05/06
Márcio Amoroso;;Málaga CF;custo zero;;Entradas 05/06
Leandro;;Fluminense;custo zero;;Entradas 05/06
Marco Aurélio;;Cruzeiro;custo zero;;Entradas 05/06
Tadeu;;Cruzeiro U20;custo zero;;Entradas 05/06
Alex Dias;;Vasco da Gama;custo zero;;Entradas 05/06
Lúcio;;Palmeiras;Empréstimo;;Entradas 05/06
Alex Silva;;Iraty;Empréstimo;;Entradas 05/06
Ramalho;;Santo André;Empréstimo;;Entradas 05/06
André Dias;;Goiás;?;;Entradas 05/06
Richarlyson;;Santo André;?;;Entradas 05/06
Leandro Bonfim;;FC Porto;Empréstimo;;Entradas 05/06
Fábio Buru;;Nacional-SP;?;;Entradas 05/06
Ricardo Oliveira;;Betis;Empréstimo;;Entradas 05/06
David;;São Paulo U20;-;;Entradas 05/06
Bruno;;São Paulo U20;-;;Entradas 05/06
Jean;;América-SP;Fim do empréstimo;;Entradas 05/06
Alê;;Juventus-SP;Fim do empréstimo;;Entradas 05/06
Cazão;;São Paulo U20;-;;Entradas 05/06
€ 1.80 mi.;€ 1.80 mi.;€ 1.80 mi.;€ 1.80 mi.;€ 1.80 mi.;Entradas 05/06
Cicinho;;Real Madrid;€ 4.00 mi.;;Saídas 05/06
Grafite;;Le Mans UC 72;€ 3.50 mi.;;Saídas 05/06
Roger Silva;;Palmeiras;Valor de empréstimo: € 30 mil;;Saídas 05/06
Márcio Amoroso;;Milan;custo zero;;Saídas 05/06
Lino;;Fluminense;custo zero;;Saídas 05/06
Carlinhos;;Guarani;custo zero;;Saídas 05/06
Luizão;;Nagoya Grampus;custo zero;;Saídas 05/06
Márcio Barros;;Botafogo-PB;custo zero;;Saídas 05/06
Vélber;;Fortaleza;custo zero;;Saídas 05/06
Roger Noronha;;Santos;custo zero;;Saídas 05/06
Fábio Buru;;Nacional-SP;?;;Saídas 05/06
Falcão;;Madureira;?;;Saídas 05/06
Renan Teixeira;;Juventude;Empréstimo;;Saídas 05/06
Hernanes;;Santo André;Empréstimo;;Saídas 05/06
Alê;;Juventus-SP;Empréstimo;;Saídas 05/06
Mateus;;Bragantino;Empréstimo;;Saídas 05/06
Jean;;América-SP;Empréstimo;;Saídas 05/06
Diego Tardelli;;Betis;Empréstimo;;Saídas 05/06
Leandro Bonfim;;FC Porto;Fim do empréstimo;;Saídas 05/06
Christian;;Omiya Ardija;Fim do empréstimo;;Saídas 05/06
Vandinho;;Paraná;Fim do empréstimo;;Saídas 05/06
€ 7.53 mi.;€ 7.53 mi.;€ 7.53 mi.;€ 7.53 mi.;€ 7.53 mi.;Saídas 05/06
Roger Silva;;Ponte Preta;€ 400 mil;;Entradas 04/05
Luizão;;Botafogo;custo zero;;Entradas 04/05
Júnior;;Parma;custo zero;;Entradas 04/05
Josué;;Goiás;custo zero;;Entradas 04/05
César Sampaio;;Sanf. Hiroshima;custo zero;;Entradas 04/05
Vandinho;;Paraná;Empréstimo;;Entradas 04/05
Daniel Rossi;;Avaí;custo zero;;Entradas 04/05
Émerson;;Belenenses;custo zero;;Entradas 04/05
Lino;;Vitória;custo zero;;Entradas 04/05
Mineiro;;São Caetano;?;;Entradas 04/05
Nildo;;Sport;?;;Entradas 04/05
Alexander Rondón;;Táchira;?;;Entradas 04/05
Ramalho;;Santo André;Empréstimo;;Entradas 04/05
Davi;;Paulista;?;;Entradas 04/05
Falcão;;Madureira;?;;Entradas 04/05
Jean;;São Paulo U20;-;;Entradas 04/05
Andrezinho;;São Paulo U20;-;;Entradas 04/05
Hernanes;;São Paulo U20;-;;Entradas 04/05
Denílson;;São Paulo U17;-;;Entradas 04/05
Júlio Santos;;Paysandu;Fim do empréstimo;;Entradas 04/05
Marco Antônio;;Náutico;Fim do empréstimo;;Entradas 04/05
€ 400 mil;€ 400 mil;€ 400 mil;€ 400 mil;€ 400 mil;Entradas 04/05
Rodrigo;;Dinamo de Kiev;€ 5.00 mi.;;Saídas 04/05
Luís Fabiano;;FC Porto;€ 3.50 mi.;;Saídas 04/05
Gustavo Nery;;Werder Bremen;€ 500 mil;;Saídas 04/05
Émerson;;Botafogo;custo zero;;Saídas 04/05
Rafinha;;Santo André;Empréstimo;;Saídas 04/05
Fábio Simplício;;Parma;custo zero;;Saídas 04/05
Flávio Kretzer;;Sport;custo zero;;Saídas 04/05
Adriano;;Juventude;custo zero;;Saídas 04/05
Gabriel;;Fluminense;custo zero;;Saídas 04/05
Alexander Rondón;;Táchira;?;;Saídas 04/05
Nildo;;Figueirense;?;;Saídas 04/05
Marquinhos;;Coritiba;?;;Saídas 04/05
Marco Antônio;;Santo André;?;;Saídas 04/05
Júlio Santos;;Goiás;?;;Saídas 04/05
Fabiano;;Fenerbahce;?;;Saídas 04/05
Eder Ceccon;;Santos;?;;Saídas 04/05
César Sampaio;;Fim de carreira;-;;Saídas 04/05
Ramalho;;Santo André;Fim do empréstimo;;Saídas 04/05
€ 9.00 mi.;€ 9.00 mi.;€ 9.00 mi.;€ 9.00 mi.;€ 9.00 mi.;Saídas 04/05
Diego Lugano;;Nacional;€ 1.00 mi.;;Entradas 03/04
Cicinho;;Atlético-MG;custo zero;;Entradas 03/04
Adriano;;Portuguesa;custo zero;;Entradas 03/04
Carlos Alberto;;Botafogo;Empréstimo;;Entradas 03/04
Flávio Kretzer;;Avaí;custo zero;;Entradas 03/04
Danilo;;Goiás;custo zero;;Entradas 03/04
Rafinha;;Portuguesa;custo zero;;Entradas 03/04
Fabão;;Goiás;custo zero;;Entradas 03/04
Marquinhos;;Paraná;?;;Entradas 03/04
Rodrigo;;Figueirense;?;;Entradas 03/04
Alex Bruno;;Santo André;?;;Entradas 03/04
Flávio Donizete;;Desconhecido;?;;Entradas 03/04
Vélber;;Paysandu;?;;Entradas 03/04
Eder Ceccon;;Avaí;?;;Entradas 03/04
Grafite;;Goiás;?;;Entradas 03/04
Souza;;Port. Santista;?;;Entradas 03/04
Thiago Oliveira;;Avaí;Fim do empréstimo;;Entradas 03/04
Diego Tardelli;;São Paulo U20;-;;Entradas 03/04
Alê;;São Paulo U20;-;;Entradas 03/04
Mateus;;São Paulo U20;-;;Entradas 03/04
Edcarlos;;São Paulo U20;-;;Entradas 03/04
€ 1.00 mi.;€ 1.00 mi.;€ 1.00 mi.;€ 1.00 mi.;€ 1.00 mi.;Entradas 03/04
Kaká;;Milan;€ 8.50 mi.;;Saídas 03/04
Júlio Baptista;;Sevilla;€ 3.50 mi.;;Saídas 03/04
Kléber;;Dinamo de Kiev;€ 2.00 mi.;;Saídas 03/04
Ricardinho;;Middlesbrough;€ 2.00 mi.;;Saídas 03/04
Régis;;Saturn Ramenskoe;€ 750 mil;;Saídas 03/04
Jean;;Saturn Ramenskoe;€ 700 mil;;Saídas 03/04
Léo Moura;;Fluminense;€ 150 mil;;Saídas 03/04
Wílton Figueiredo;;Ceará;custo zero;;Saídas 03/04
Alexandre Rotweiller;;Vit. Guimarães;custo zero;;Saídas 03/04
Ricardo Villar;;Pittsburgh;custo zero;;Saídas 03/04
Márcio Aguiar;;Paulista;custo zero;;Saídas 03/04
Marcelo Saragosa;;LA Galaxy;custo zero;;Saídas 03/04
Júlio Santos;;Paysandu;Empréstimo;;Saídas 03/04
Rico;;Grêmio;?;;Saídas 03/04
Leandro Alves;;Bragantino;?;;Saídas 03/04
Thiago Oliveira;;Al-Ahli SC;?;;Saídas 03/04
Fabiano;;Perugia;Empréstimo;;Saídas 03/04
Marco Antônio;;Náutico;Empréstimo;;Saídas 03/04
Márcio Saraiva;;Villa Nova;?;;Saídas 03/04
Carlos Alberto;;Botafogo;Fim do empréstimo;;Saídas 03/04
€ 17.60 mi.;€ 17.60 mi.;€ 17.60 mi.;€ 17.60 mi.;€ 17.60 mi.;Saídas 03/04
Ricardinho;;Corinthians;€ 7.80 mi.;;Entradas 02/03
Luís Fabiano;;Rennes;€ 3.50 mi.;;Entradas 02/03
Horacio Ameli;;Internacional;€ 500 mil;;Entradas 02/03
Léo Moura;;Palmeiras;custo zero;;Entradas 02/03
Régis;;Internacional;custo zero;;Entradas 02/03
Alexandre Rotweiller;;Internacional;custo zero;;Entradas 02/03
Fabiano;;Atlético-PR;custo zero;;Entradas 02/03
Itamar;;Palmeiras;?;;Entradas 02/03
Kléber;;São Paulo U20;-;;Entradas 02/03
Marco Antônio;;São Paulo U20;-;;Entradas 02/03
Renan Teixeira;;São Paulo U17;-;;Entradas 02/03
Wílton Figueiredo;;São Paulo U20;-;;Entradas 02/03
Marcelo Saragosa;;São Paulo U20;-;;Entradas 02/03
Fábio Santos;;São Paulo U20;-;;Entradas 02/03
Renatinho;;São Caetano;Fim do empréstimo;;Entradas 02/03
€ 11.80 mi.;€ 11.80 mi.;€ 11.80 mi.;€ 11.80 mi.;€ 11.80 mi.;Entradas 02/03
França;;Leverkusen;€ 8.50 mi.;;Saídas 02/03
Juliano Belletti;;Villarreal;€ 4.00 mi.;;Saídas 02/03
Horacio Ameli;;River Plate;€ 240 mil;;Saídas 02/03
Ricardo;;Siroki Brijeg;€ 75 mil;;Saídas 02/03
Rafael;;São Caetano;custo zero;;Saídas 02/03
Dill;;Botafogo-DF;custo zero;;Saídas 02/03
Émerson;;Vitória;custo zero;;Saídas 02/03
Jorginho Paulista;;Botafogo;custo zero;;Saídas 02/03
Adriano;;Bahia;custo zero;;Saídas 02/03
Wilson;;Internacional;custo zero;;Saídas 02/03
Leandro Amaral;;Palmeiras;custo zero;;Saídas 02/03
Claudio Maldonado;;Cruzeiro;custo zero;;Saídas 02/03
Reginaldo;;BJ Guoan;?;;Saídas 02/03
Itamar;;Chunnam Dragons;?;;Saídas 02/03
Eder Ceccon;;Vegalta Sendai;?;;Saídas 02/03
Renatinho;;Fluminense;?;;Saídas 02/03
Thiago Oliveira;;Avaí;Empréstimo;;Saídas 02/03
Sandro Hiroshi;;Flamengo;?;;Saídas 02/03
Dos Santos;;Fim de carreira;-;;Saídas 02/03
€ 12.82 mi.;€ 12.82 mi.;€ 12.82 mi.;€ 12.82 mi.;€ 12.82 mi.;Saídas 02/03
Leandro Amaral;;Grêmio;€ 600 mil;;Entradas 01/02
Rafael;;Vasco da Gama;custo zero;;Entradas 01/02
Carlinhos;;América-SP;custo zero;;Entradas 01/02
Jorginho Paulista;;Cruzeiro;custo zero;;Entradas 01/02
Ricardo;;Atlético-PR;?;;Entradas 01/02
Reinaldo Oliveira;;Flamengo;Empréstimo;;Entradas 01/02
Rico;;CSA;?;;Entradas 01/02
Dos Santos;;Salernitana;?;;Entradas 01/02
Dill;;Marselha;Fim do empréstimo;;Entradas 01/02
Thiago Oliveira;;Vitória;Fim do empréstimo;;Entradas 01/02
Renatinho;;Santa Cruz;Fim do empréstimo;;Entradas 01/02
€ 600 mil;€ 600 mil;€ 600 mil;€ 600 mil;€ 600 mil;Entradas 01/02
Daniel Rossi;;Kawasaki Front.;€ 2.50 mi.;;Saídas 01/02
Marcelo Ramos;;Cruzeiro;€ 1.00 mi.;;Saídas 01/02
Leandro Alves;;Paraná;Valor de empréstimo: € 65 mil;;Saídas 01/02
Leonardo;;Flamengo;custo zero;;Saídas 01/02
Dill;;Servette FC;Empréstimo;;Saídas 01/02
Lino;;Figueirense;custo zero;;Saídas 01/02
Renatinho;;Santa Cruz;Empréstimo;;Saídas 01/02
Thiago Oliveira;;Vitória;Empréstimo;;Saídas 01/02
Rudison Ferreira;;Borac Cacak;?;;Saídas 01/02
Sidney Moraes;;Fluminense;?;;Saídas 01/02
Souza;;Atlético-MG;?;;Saídas 01/02
Jefferson Chumbinho;;Portuguesa;?;;Saídas 01/02
Renatinho;;São Caetano;Empréstimo;;Saídas 01/02
Thiago Oliveira;;Matonense;Empréstimo;;Saídas 01/02
Rogério Pinheiro;;Port. Santista;?;;Saídas 01/02
Reginaldo Araújo;;Coritiba;?;;Saídas 01/02
Carlos Miguel;;Internacional;?;;Saídas 01/02
€ 3.57 mi.;€ 3.57 mi.;€ 3.57 mi.;€ 3.57 mi.;€ 3.57 mi.;Saídas 01/02
Gustavo Nery;;Guarani;€ 2.30 mi.;;Entradas 00/01
Roger Noronha;;Portuguesa;€ 150 mil;;Entradas 00/01
Émerson;;Portuguesa;custo zero;;Entradas 00/01
Adriano;;Urawa Reds;custo zero;;Entradas 00/01
Lino;;Figueirense;custo zero;;Entradas 00/01
Beto;;Flamengo;custo zero;;Entradas 00/01
Hugo;;Atlético-PR;custo zero;;Entradas 00/01
Leonardo;;Milan;custo zero;;Entradas 00/01
Luís Fabiano;;Rennes;Empréstimo;;Entradas 00/01
Celso Ayala;;Atlético;?;;Entradas 00/01
Reginaldo Araújo;;Coritiba;?;;Entradas 00/01
Reginaldo;;Atlético-PR;?;;Entradas 00/01
Marcelo Ramos;;Palmeiras;Fim do empréstimo;;Entradas 00/01
Sidney Moraes;;Sport;Fim do empréstimo;;Entradas 00/01
Renatinho;;São Paulo U20;-;;Entradas 00/01
Thiago Oliveira;;São Paulo U20;-;;Entradas 00/01
Márcio Aguiar;;São Paulo U20;-;;Entradas 00/01
Júlio Santos;;São Paulo U20;-;;Entradas 00/01
Gabriel;;São Paulo U20;-;;Entradas 00/01
Kaká;;São Paulo U17;-;;Entradas 00/01
€ 2.45 mi.;€ 2.45 mi.;€ 2.45 mi.;€ 2.45 mi.;€ 2.45 mi.;Entradas 00/01
Edmílson;;Lyon;€ 11.00 mi.;;Saídas 00/01
Fábio Aurélio;;Valencia;€ 6.00 mi.;;Saídas 00/01
Álvaro;;Las Palmas;€ 3.50 mi.;;Saídas 00/01
Celso Ayala;;River Plate;€ 1.91 mi.;;Saídas 00/01
Fabiano;;Port. Santista;custo zero;;Saídas 00/01
Hugo;;Monterrey;custo zero;;Saídas 00/01
Beto;;Fluminense;custo zero;;Saídas 00/01
Marcelinho Paraíba;;Marselha;custo zero;;Saídas 00/01
Marcelo Ramos;;Palmeiras;Empréstimo;;Saídas 00/01
Ricardinho;;Kawasaki Front.;?;;Saídas 00/01
Sidney Moraes;;Sport;Empréstimo;;Saídas 00/01
Edú;;Celta de Vigo;?;;Saídas 00/01
Falcão;;Desconhecido;?;;Saídas 00/01
Evair;;Goiás;?;;Saídas 00/01
Ilan;;Atlético-PR;?;;Saídas 00/01
Cleberson;;PSV;?;;Saídas 00/01
Axel;;Sport;?;;Saídas 00/01
Raí;;Fim de carreira;-;;Saídas 00/01
Héctor Carabalí;;Barcelona SC;Fim do empréstimo;;Saídas 00/01
€ 22.41 mi.;€ 22.41 mi.;€ 22.41 mi.;€ 22.41 mi.;€ 22.41 mi.;Saídas 00/01
Claudio Maldonado;;Colo-Colo;€ 2.20 mi.;;Entradas 99/00
Vágner;;Roma;Valor de empréstimo: € 251 mil;;Entradas 99/00
Wilson;;Atlético-PR;custo zero;;Entradas 99/00
Marcelo Ramos;;Nagoya Grampus;custo zero;;Entradas 99/00
Ilan;;Paraná;?;;Entradas 99/00
Álvaro;;Goiás;?;;Entradas 99/00
Axel;;Atlético-PR;?;;Entradas 99/00
Evair;;Palmeiras;?;;Entradas 99/00
Falcão;;Botafogo;?;;Entradas 99/00
Sandro Hiroshi;;Rio Branco-SP;?;;Entradas 99/00
Ricardinho;;Shonan Bellmare;?;;Entradas 99/00
Anderson Lima;;Santos;?;;Entradas 99/00
Rafael Jaques;;Rayo Vallecano;?;;Entradas 99/00
Júlio Baptista;;São Paulo U20;-;;Entradas 99/00
Fábio Simplício;;São Paulo U20;-;;Entradas 99/00
Juliano Belletti;;Atlético-MG;Fim do empréstimo;;Entradas 99/00
€ 2.45 mi.;€ 2.45 mi.;€ 2.45 mi.;€ 2.45 mi.;€ 2.45 mi.;Entradas 99/00
Serginho;;Milan;€ 8.90 mi.;;Saídas 99/00
Warley;;Udinese;€ 7.00 mi.;;Saídas 99/00
Dodô;;Santos;€ 1.00 mi.;;Saídas 99/00
Roger Noronha;;Vitória;€ 450 mil;;Saídas 99/00
Cacá;;Atlético-MG;custo zero;;Saídas 99/00
Fábio Mello;;Inter Limeira;custo zero;;Saídas 99/00
Édson Di;;Udinese;custo zero;;Saídas 99/00
Jorginho;;Vasco da Gama;custo zero;;Saídas 99/00
Cassiano;;Uralan;?;;Saídas 99/00
Emerson;;C'dole Sapporo;?;;Saídas 99/00
Marquinho;;Alianza Lima;?;;Saídas 99/00
Márcio Santos;;Santos;?;;Saídas 99/00
Anderson Lima;;Grêmio;?;;Saídas 99/00
Fabrício;;Paraná;?;;Saídas 99/00
Rafael Jaques;;Sport;?;;Saídas 99/00
Fábio César Montezine;;Santa Cruz;?;;Saídas 99/00
€ 17.35 mi.;€ 17.35 mi.;€ 17.35 mi.;€ 17.35 mi.;€ 17.35 mi.;Saídas 99/00
Jorginho;;Kashima Antlers;custo zero;;Entradas 98/99
Fábio Mello;;Juventude;?;;Entradas 98/99
Héctor Carabalí;;Barcelona SC;Empréstimo;;Entradas 98/99
Cassiano;;CD Logroñés;?;;Entradas 98/99
Souza;;Corinthians;?;;Entradas 98/99
Jean;;São Paulo U20;-;;Entradas 98/99
Marquinho;;São Paulo U17;-;;Entradas 98/99
